,links,names,ratings,price for two,cuisine,Location
438,https://www.zomato.com/bangalore/barkaas-indo-arabic-restaurant-koramangala-7th-block-bangalore/info,Barkaas Indo Arabic Restaurant,4.0,"₹1,000 for two","Arabian, North Indian, Biryani, Mandi, Desserts",Koramangala 7th Block
439,https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-hsr-bangalore/info,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.6,₹350 for two,"Shake, Ice Cream, Desserts, Beverages, Waffle, Healthy Food",HSR
440,https://www.zomato.com/bangalore/toast-tonic-richmond-road-bangalore/info,Toast & Tonic,4.7,"₹2,000 for two","Finger Food, Continental, Asian, Burger, Desserts, Bar Food, Beverages",Richmond Road
441,https://www.zomato.com/bangalore/haldirams-restaurant-1-hsr-bangalore/info,Haldiram's Restaurant,4.1,₹400 for two,"Mithai, South Indian, North Indian, Sandwich, Street Food, Biryani, Beverages",HSR
442,https://www.zomato.com/bangalore/ebony-mg-road/info,Ebony,4.2,"₹1,900 for two","North Indian, Biryani, South Indian, Thai, Seafood, Desserts, Beverages",Barton Centre
443,https://www.zomato.com/bangalore/the-verandah-grand-mercure-koramangala-3rd-block-bangalore/info,The Verandah - Grand Mercure,3.4,"₹1,500 for two","South Indian, Asian, Salad, Healthy Food, Chinese, Desserts",Koramangala 3rd Block
444,https://www.zomato.com/bangalore/santé-spa-cuisine-domlur-bangalore/info,Santé Spa Cuisine,4.9,"₹1,800 for two","Pizza, North Indian, Continental, Pasta, Asian, Cafe, Beverages, Desserts",Domlur
445,https://www.zomato.com/bangalore/nomad-pizza-sarjapur-road-bangalore/info,Nomad Pizza,4.4,"₹1,000 for two","Pizza, Italian",Sarjapur Road
446,https://www.zomato.com/bangalore/onesta-hsr/info,Onesta,4.2,"₹1,000 for two","Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",HSR
447,https://www.zomato.com/bangalore/the-only-place-church-street/info,The Only Place,4.0,"₹1,400 for two","Italian, Steak, Continental, Fast Food, Desserts, Beverages",Church Street
448,https://www.zomato.com/bangalore/kapoors-cafe-jayanagar-bangalore/info,Kapoor's Cafe,3.4,"₹1,000 for two","North Indian, Fast Food, Street Food, Desserts",Jayanagar
449,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/info,RNR Biryani - Taste Of 1953,4.2,₹700 for two,"Biryani, South Indian, Kebab, Desserts, Beverages",Jayanagar
450,https://www.zomato.com/bangalore/kfc-nagawara/info,KFC,3.8,₹400 for two,"Burger, Fast Food, Biryani, Desserts, Beverages","Embassy Manyata Business Park,  Nagawara"
451,https://www.zomato.com/bangalore/ottoman-restobar-bellandur-bangalore/info,Ottoman Restobar,3.9,"₹1,100 for two","Asian, Sushi, North Indian, Desserts",Bellandur
452,https://www.zomato.com/bangalore/cafe-petriqor-jp-nagar-bangalore/info,Cafe Petriqor,4.4,₹700 for two,"Asian, Continental, Coffee, Pizza, Pasta",JP Nagar
453,https://www.zomato.com/bangalore/casa-piccosa-jp-nagar/info,Casa Piccosa,4.0,"₹1,800 for two","Bar Food, Italian, Chinese, Mexican, North Indian, Seafood, Salad, Desserts",JP Nagar
454,https://www.zomato.com/bangalore/cafe-delhi-heights-brigade-road-bangalore/info,Cafe Delhi Heights,4.2,"₹1,500 for two","North Indian, Oriental, Italian, Desserts, Beverages, Coffee, Sushi",Forum Rex Walk
455,https://www.zomato.com/bangalore/backyard-burgers-and-grill-indiranagar-bangalore/info,Backyard Burgers And Grill,4.1,₹400 for two,"Burger, American, Wraps, Fast Food, Salad",Indiranagar
456,https://www.zomato.com/bangalore/hyderabad-biryaani-house-since-2003-koramangala-5th-block-bangalore/info,Hyderabad Biryaani House - Since 2003,4.0,₹950 for two,"Biryani, North Indian, Chinese, Mughlai, Seafood, Beverages, Desserts",Koramangala 5th Block
457,https://www.zomato.com/bangalore/hopshaus-whitefield-bangalore/info,Hopshaus,4.2,"₹2,000 for two","Continental, North Indian, Chinese, Sichuan, Pizza, Asian, Finger Food, Desserts",Whitefield
458,https://www.zomato.com/bangalore/sanchez-lavelle-road/info,Sanchez,4.0,"₹2,500 for two","Mexican, Beverages",UB City
459,https://www.zomato.com/bangalore/ginger-garden-resto-rammurthy-nagar-bangalore/info,Ginger Garden Resto,4.3,"₹1,200 for two","North Indian, Andhra, Asian, Pasta, Seafood, Biryani, Chinese, Beverages",Rammurthy Nagar
460,https://www.zomato.com/bangalore/chairmans-restobar-jalahalli-bangalore/info,Chairman’s Restobar,4.3,"₹1,200 for two","Finger Food, North Indian, Italian, Oriental, Steak, Desserts, Beverages",Jalahalli
461,https://www.zomato.com/bangalore/kampot-bellandur-bangalore/info,Kampot,New,"₹2,000 for two","Vietnamese, Asian, Chinese, Desserts, Beverages, Salad","RMZ Ecoworld, Bellandur"
462,https://www.zomato.com/bangalore/buff-buffet-buff-koramangala-5th-block/info,Buff Buffet Buff,4.4,"₹1,800 for two","South Indian, Salad, Bar Food, North Indian, Desserts, Beverages","BluPetal Hotel, Koramangala"
463,https://www.zomato.com/bangalore/thai-basil-koramangala-1st-block-bangalore/info,Thai Basil,3.8,"₹1,400 for two","Thai, Seafood, Salad, Beverages",Koramangala 1st Block
464,https://www.zomato.com/bangalore/chutney-chang-church-street/info,Chutney Chang,3.9,"₹1,800 for two","Chinese, North Indian, Momos",Church Street
465,https://www.zomato.com/bangalore/pegs-n-bottles-premier-church-street-bangalore/info,Pegs N Bottles Premier,4.3,₹850 for two,"Bar Food, Continental, Chinese, Pizza",Church Street
466,https://www.zomato.com/TableForTous/info,Table For Tous,4.3,₹750 for two,"Desserts, Bakery, Coffee, Cafe",HSR
467,https://www.zomato.com/bangalore/le-kéne-1-hsr-bangalore/info,LE KÉNE,3.5,₹600 for two,"Cafe, Coffee, Fast Food, Desserts",HSR
468,https://www.zomato.com/bangalore/rajdhani-yelahanka-bangalore/info,Rajdhani,4.4,"₹1,200 for two",Gujarati,Yelahanka
469,https://www.zomato.com/bangalore/nandhana-palace-electronic-city-bangalore/info,Nandhana Palace,4.3,"₹1,400 for two","Andhra, Biryani, North Indian, Chinese, Desserts, Ice Cream, Beverages",Electronic City
470,https://www.zomato.com/bangalore/casa-fresco-by-tea-brew-indiranagar-bangalore/info,Casa Fresco By Tea Brew,3.9,₹950 for two,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",Indiranagar
471,https://www.zomato.com/bangalore/mooch-marod-koramangala-6th-block-bangalore/info,Mooch Marod,4.3,₹600 for two,"North Indian, Beverages",Koramangala 6th Block
472,https://www.zomato.com/bangalore/eden-park-cunningham-road/info,Eden Park,3.9,"₹1,300 for two","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian, Sichuan",Cunningham Road
473,https://www.zomato.com/bangalore/kenzai-brigade-road-bangalore/info,Kenzai,4.2,"₹1,700 for two","Asian, Japanese, Chinese, Salad, Desserts, Beverages","Garuda Mall, Magrath Road"
474,https://www.zomato.com/bangalore/ganbeii-koramangala-5th-block-bangalore/info,Ganbeii,New,"₹1,000 for two","Continental, Asian",Koramangala 5th Block
475,https://www.zomato.com/bangalore/dyce-2-jayanagar-bangalore/info,DYCE,4.1,"₹1,200 for two","Continental, Pizza, Mexican, Burger, Beverages",Jayanagar
476,https://www.zomato.com/bangalore/once-upon-a-rooftop-jayanagar/info,Once Upon a Rooftop,4.0,"₹1,400 for two","Mexican, Italian, Chinese, Thai, Sichuan, Fast Food, Desserts",Jayanagar
477,https://www.zomato.com/bangalore/lazy-suzy-indiranagar/info,Lazy Suzy,4.2,"₹1,200 for two","Cafe, Continental, Italian, Pizza, Desserts, Beverages",Indiranagar
478,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/info,Karama Restaurant,4.0,"₹1,200 for two","Kashmiri, Mughlai, Arabian, BBQ, Seafood, Biryani, North Indian, Desserts",Frazer Town
479,https://www.zomato.com/bangalore/taiki-jp-nagar-bangalore/info,Taiki,4.0,₹700 for two,"Korean, Japanese, Sushi, Salad, Desserts, Tea, Beverages",JP Nagar
480,https://www.zomato.com/bangalore/platform-65-rajarajeshwari-nagar-bangalore/info,Platform 65,3.5,"₹1,200 for two","South Indian, North Indian, Biryani, Seafood, Mughlai, Chinese, Ice Cream, Desserts",Rajarajeshwari Nagar
481,https://www.zomato.com/bangalore/drinkology-gastro-pub-bannerghatta-road-bangalore/info,Drinkology Gastro Pub,4.0,"₹1,000 for two","Biryani, Beverages",Bannerghatta Road
482,https://www.zomato.com/bangalore/bearful-sarjapur-road-bangalore/info,Bearful,4.0,"₹1,100 for two","North Indian, Mughlai, Continental, Chinese, Biryani, Kebab, Desserts, Beverages",Sarjapur Road
483,https://www.zomato.com/bangalore/cafe-centralis-new-bel-road/info,Cafe Centralis,3.2,₹950 for two,"Cafe, Chinese, Italian, Sichuan",New BEL Road
484,https://www.zomato.com/bangalore/toy-boy-majestic-bangalore/info,TOY BOY,New,"₹2,000 for two","Bar Food, North Indian, Pizza, Oriental",Majestic
485,https://www.zomato.com/bangalore/klava-brigade-road-bangalore/info,Klava,3.5,₹800 for two,"Bakery, Desserts, Coffee, Shake",Forum Rex Walk
486,https://www.zomato.com/bangalore/kaara-by-the-lake-ulsoor-bangalore/info,Kaara By The Lake,4.1,₹850 for two,"Italian, Desserts, Beverages",Ulsoor
487,https://www.zomato.com/bangalore/nahdi-mandi-btm-bangalore/info,Nahdi Mandi,3.9,₹500 for two,Mandi,BTM
488,https://www.zomato.com/bangalore/gourmet-by-biggies-burger-kalyan-nagar-bangalore/info,Gourmet By Biggies Burger,4.2,₹300 for two,"American, Burger, Fast Food, Beverages, Desserts",Kalyan Nagar
489,https://www.zomato.com/bangalore/loka-greenpark-hotels-bannerghatta-road-bangalore/info,LOKA - Greenpark Hotels,4.2,"₹1,800 for two","South Indian, North Indian, Chinese, Fast Food, Asian, Desserts, Beverages",Bannerghatta Road
490,https://www.zomato.com/bangalore/bento-bento-indiranagar-bangalore/info,Bento Bento,4.1,"₹1,800 for two","Asian, Thai, Beverages",Indiranagar
491,https://www.zomato.com/bangalore/elements-eatery-vasanth-nagar-bangalore/info,Elements Eatery,3.9,"₹1,300 for two","Steak, Pizza, Burger, Continental, Desserts, Pasta",Vasanth Nagar
492,https://www.zomato.com/bangalore/the-rajputana-1-brookefield-bangalore/info,The Rajputana,3.3,"₹1,000 for two","North Indian, Gujarati, Desserts, Mithai, Beverages",Brookefield
493,https://www.zomato.com/bangalore/golkonda-chimney-whitefield-bangalore/info,Golkonda Chimney,3.2,"₹1,200 for two","North Indian, Mughlai, Chinese, Rolls, Seafood, Biryani, Desserts",Whitefield
494,https://www.zomato.com/bangalore/cevi-hsr-bangalore/info,CEVI,4.5,"₹1,500 for two","North Indian, Biryani, Seafood, Beverages, Desserts",HSR
495,https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info,Glass – Kitchen & Bar,4.4,"₹3,500 for two","Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages","Holiday Inn, Race Course Road."
496,https://www.zomato.com/bangalore/the-coffee-brewery-koramangala-4th-block-bangalore/info,The Coffee Brewery,3.9,₹800 for two,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",Koramangala 4th Block
497,https://www.zomato.com/bangalore/gopizza-1-whitefield-bangalore/info,GOPIZZA,4.0,₹500 for two,"Pizza, Fast Food","Phoenix Marketcity Bangalore, Whitefield"
498,https://www.zomato.com/bangalore/spice-it-ibis-hotel-hebbal-bangalore/info,Spice It - Ibis Hotel,3.7,"₹1,800 for two","North Indian, Chinese, Italian, Continental, Pasta, Desserts, Beverages",Hebbal
499,https://www.zomato.com/bangalore/cafe-capriccio-3-old-madras-road-bangalore/info,Cafe Capriccio,4.1,₹800 for two,"Italian, Pasta, Pizza, Salad","RMZ Infinity, Old Madras Road"
500,https://www.zomato.com/bangalore/12-degree-rooftop-pub-lounge-4-kanakapura-road-bangalore/info,12 Degree Rooftop & Pub Lounge,4.2,"₹1,500 for two","Chinese, North Indian, Mughlai",Kanakapura Road
