,links,names,ratings,price for two,cuisine,Location
299,https://www.zomato.com/bangalore/alchemy-residency-road-bangalore/info,Alchemy,4.3,"₹2,500 for two","Bar Food, North Indian, Seafood, Biryani, Desserts, Beverages","The Chancery Pavilion, Residency Road"
300,https://www.zomato.com/bangalore/karigari-by-chef-harpal-singh-sahakara-nagar-bangalore/info,Karigari By Chef Harpal Singh,4.5,"₹1,000 for two","North Indian, Mughlai, Fast Food, Shake, Desserts, Beverages",Sahakara Nagar
301,https://www.zomato.com/bangalore/nandos-whitefield-bangalore/info,Nando's,4.4,"₹1,500 for two","Burger, Healthy Food, Portuguese","Phoenix Marketcity Bangalore, Whitefield"
302,https://www.zomato.com/bangalore/kebapci-koramangala-6th-block-bangalore/info,Kebapci,4.2,"₹1,600 for two","BBQ, Turkish, Kebab, Lebanese, Desserts",Koramangala 6th Block
303,https://www.zomato.com/bangalore/reboot-the-pub-1-marathahalli-bangalore/info,Reboot The Pub,4.0,"₹1,200 for two","North Indian, Chinese, Continental, Italian, Biryani, Mughlai, Desserts",Marathahalli
304,https://www.zomato.com/bangalore/iris-cafe-kitchen-1-jp-nagar-bangalore/info,Iris Cafe & Kitchen,4.1,"₹1,200 for two","Cafe, Coffee, Chinese, Continental, Modern Indian, Pasta, Fast Food, Desserts",JP Nagar
305,https://www.zomato.com/bangalore/and-it-was-called-yellow-1-sahakara-nagar-bangalore/info,And It Was Called Yellow,4.6,"₹1,600 for two","North Indian, Salad, Italian, Chinese, Seafood, Desserts, Beverages",Sahakara Nagar
306,https://www.zomato.com/bangalore/tree-tops-bar-kitchen-lavelle-road-bangalore/info,Tree Tops Bar & Kitchen,4.2,"₹1,300 for two","Finger Food, North Indian, Chinese, Burger, Seafood, Desserts","Hotel Southern Star, Lavelle Road"
307,https://www.zomato.com/bangalore/2443-the-oterra-electronic-city/info,24@43 - The Oterra,4.1,"₹3,700 for two","North Indian, Asian, Continental, Fast Food, Biryani, Desserts","The Oterra, Hosur Road"
308,https://www.zomato.com/bangalore/the-creek-the-den-bengaluru-whitefield/info,The Creek - The Den Bengaluru,4.2,"₹3,000 for two","North Indian, South Indian, Asian, Pizza, Desserts","The Den, Whitefield"
309,https://www.zomato.com/bangalore/moglu-the-edgy-veggie-restaurant-st-marks-road-bangalore/info,Moglu - The Edgy Veggie Restaurant,New,"₹1,000 for two","American, Continental, Desserts, Beverages",St. Marks Road
310,https://www.zomato.com/bangalore/gufha-the-president-hotel-jayanagar/info,Gufha - The President Hotel,4.1,"₹1,400 for two","North Indian, Mughlai, Biryani, Beverages","The President Hotel, Jayanagar"
311,https://www.zomato.com/bangalore/plaka-by-chef-ajay-chopra-sahakara-nagar-bangalore/info,Plaka By Chef Ajay Chopra,New,"₹1,800 for two","Italian, North Indian, Mediterranean, Pizza, Continental, Asian, Coffee","Phoenix Mall of Asia, Hebbal, Bengaluru"
312,https://www.zomato.com/bangalore/hsr-high-street-hsr/info,HSR High Street,3.9,₹950 for two,"Chinese, Oriental, North Indian, Mughlai, Biryani, Seafood, Desserts",HSR
313,https://www.zomato.com/bangalore/suzy-q-cunningham-road-bangalore/info,Suzy Q,4.3,"₹2,300 for two","North Indian, Seafood, Continental, Asian, Chinese, Desserts, Beverages",Cunningham Road
314,https://www.zomato.com/bangalore/barbeque-nation-electronic-city/info,Barbeque Nation,4.3,"₹1,900 for two","North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",Electronic City
315,https://www.zomato.com/bangalore/theo-cafe-3-hennur-bangalore/info,Theo Cafe,4.3,"₹1,000 for two","Continental, Asian, Coffee, Japanese, Italian, Desserts, Beverages",Hennur
316,https://www.zomato.com/bangalore/lush-renaissance-hotel-race-course-road-bangalore/info,Lush - Renaissance Hotel,4.4,"₹3,500 for two","North Indian, Continental, Chinese, Fast Food","Renaissance Hotel, Race Course Road"
317,https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr/info,Broadway - The Gourmet Theatre,4.3,"₹2,000 for two","Chinese, North Indian, Mughlai, Biryani, Asian, Japanese, Sushi, Beverages",HSR
318,https://www.zomato.com/bangalore/parika-multicuisine-coastal-fine-dine-hsr/info,Parika Multicuisine & Coastal Fine Dine,4.3,"₹1,300 for two","Mangalorean, Seafood, North Indian, Asian, Chinese, South Indian, Desserts, Beverages",HSR
319,https://www.zomato.com/bangalore/raffaeles-ristorante-pizzeria-indiranagar-bangalore/info,Raffaele's Ristorante Pizzeria,4.1,"₹1,000 for two","Pizza, Pasta, Italian, Sandwich, Shake, Beverages",Indiranagar
320,https://www.zomato.com/bangalore/kana-by-coffee-mechanics-hbr-layout-bangalore/info,Kana By Coffee Mechanics,4.3,"₹1,000 for two","Cafe, Coffee, Pizza, Continental, Desserts, Beverages, Burger, Pasta",HBR Layout
321,https://www.zomato.com/bangalore/tiddly-tavern-bar-grill-2-whitefield-bangalore/info,Tiddly Tavern Bar & Grill,4.3,"₹1,000 for two","South Indian, North Indian, Continental, Pizza, Asian, Chinese, Seafood","Ascendas Park Square, Whitefield"
322,https://www.zomato.com/bangalore/harleys-fine-baking-jp-nagar-bangalore/info,Harley's Fine Baking,4.0,₹600 for two,"Bakery, Sandwich",JP Nagar
323,https://www.zomato.com/bangalore/the-bangalore-cafe-1-shanti-nagar-bangalore/info,The Bangalore Cafe,4.2,₹950 for two,"North Indian, Italian, Continental, Biryani, Chinese, Desserts",Shanti Nagar
324,https://www.zomato.com/bangalore/dont-tell-mama-1-hsr-bangalore/info,Don't Tell Mama,4.0,"₹2,000 for two","North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",HSR
325,https://www.zomato.com/bangalore/jalebbi-kitchen-bar-cunningham-road-bangalore/info,Jalebbi Kitchen & Bar,4.4,"₹1,400 for two","North Indian, Biryani, Desserts",Cunningham Road
326,https://www.zomato.com/bangalore/klayworkz-barista-jp-nagar-bangalore/info,Klayworkz Barista,4.2,"₹1,000 for two","Cafe, Shake, Beverages, Italian, Continental, Oriental, North Indian",JP Nagar
327,https://www.zomato.com/bangalore/plan-b-anekal-bangalore/info,Plan B,4.2,"₹1,000 for two","American, Continental, Burger, Pizza",Anekal
328,https://www.zomato.com/bangalore/basil-bistro-hsr-bangalore/info,Basil Bistro,4.2,"₹1,800 for two","Continental, Italian, North Indian, Asian, Pizza, Desserts, Coffee, Beverages",HSR
329,https://www.zomato.com/bangalore/sattvam-jp-nagar-bangalore/info,Sattvam,4.2,"₹1,960 for two","Chinese, Continental",JP Nagar
330,https://www.zomato.com/bangalore/phobidden-fruit-indiranagar/info,Phobidden Fruit,4.4,"₹1,300 for two","Vietnamese, Asian, Desserts",Indiranagar
331,https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore/info,The Biere Club,4.2,"₹2,600 for two","Bar Food, Continental, Italian, Wraps, Salad, Middle Eastern, Pizza",Lavelle Road
332,https://www.zomato.com/bangalore/glen-s-bakehouse-whitefield-bangalore/info,Glen`s Bakehouse,3.8,₹800 for two,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",Whitefield
333,https://www.zomato.com/bangalore/1-bhk-bar-house-kitchen-1-koramangala-6th-block-bangalore/info,1 BHK - Bar House Kitchen,4.3,"₹1,400 for two","Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages",Koramangala 6th Block
334,https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore/info,SodaBottleOpenerWala,4.4,"₹1,800 for two","Parsi, North Indian, Street Food, Desserts, Beverages",Lavelle Road
335,https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info,Mahesh Lunch Home,4.2,"₹1,700 for two","Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages",Indiranagar
336,https://www.zomato.com/bangalore/gufha-1-sankey-road-bangalore/info,Gufha,4.6,"₹1,100 for two","North Indian, Chinese, Continental, Biryani, Kebab, Desserts",Sankey Road
337,https://www.zomato.com/bangalore/record-room-mg-road-bangalore/info,Record Room,4.5,"₹2,500 for two","Sushi, Bar Food, Pizza, Desserts, Beverages",MG Road
338,https://www.zomato.com/bangalore/dolci-desserts-cunningham-road/info,Dolci Desserts,4.3,₹850 for two,"Desserts, Bakery, Pasta",Cunningham Road
339,https://www.zomato.com/bangalore/the-koi-btm-bangalore/info,The Koi,4.0,"₹1,000 for two","Chinese, Asian, Desserts",BTM
340,https://www.zomato.com/bangalore/seven-rivers-brewing-co-taj-mg-road-bangalore/info,Seven Rivers Brewing Co - Taj,4.4,"₹3,300 for two","North Indian, European, Salad, Finger Food, Beverages, Desserts","Taj, MG Road"
341,https://www.zomato.com/bangalore/toca-terrace-brigade-road-bangalore/info,Toca Terrace,New,"₹1,100 for two","South Indian, North Indian, Continental, Chinese, Seafood, Pasta",Brigade Road
342,https://www.zomato.com/bangalore/zyng-pan-asian-dining-ulsoor-bangalore/info,Zyng - Pan Asian Dining,4.2,"₹1,200 for two","Asian, Japanese, Korean, Chinese, Thai, Seafood, Desserts",Ulsoor
343,https://www.zomato.com/justbecafe/info,Justbe By Nidhi Nahata,4.3,"₹1,200 for two","Cafe, Healthy Food, Fast Food, Desserts, Beverages",Sadashiv Nagar
344,https://www.zomato.com/bangalore/the-big-barn-kanakapura-road-bangalore/info,The Big Barn,4.4,"₹2,280 for two","South Indian, North Indian, Chinese, Asian, Fast Food, Pasta, Momos, Beverages",Kanakapura Road
345,https://www.zomato.com/bangalore/kebarbiq-restaurant-hsr-bangalore/info,Kebarbiq Restaurant,4.0,"₹1,400 for two","BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages",HSR
346,https://www.zomato.com/bangalore/high-ultra-lounge-sheraton-grand-bangalore-hotel-malleshwaram-bangalore/info,High Ultra Lounge - Sheraton Grand Bangalore Hotel,4.2,"₹3,600 for two","North Indian, Continental, Finger Food, Desserts",Sheraton Grand Bangalore Hotel at Brigade Gateway
347,https://www.zomato.com/bangalore/techila-nagawara-bangalore/info,Techila,4.3,"₹1,200 for two","North Indian, Burger, Biryani, Pizza, Chinese, Mexican, Fast Food, Rolls",Nagawara
348,https://www.zomato.com/bangalore/the-grill-house-steaks-sizzlers-ulsoor-bangalore/info,The Grill House - Steaks & Sizzlers,4.3,"₹1,400 for two","American, Mexican, Italian, Steak, Seafood",Ulsoor
349,https://www.zomato.com/bangalore/zoeys-sarjapur-road/info,Zoey's,4.2,₹700 for two,"Burger, Beverages, Continental, Pasta, Chinese, Sandwich, Cafe, Desserts",Sarjapur Road
350,https://www.zomato.com/bangalore/dhwani-indiranagar-bangalore/info,Dhwani,4.5,"₹1,300 for two","North Indian, Bar Food, Continental, Chinese, Biryani, Pizza, Momos, Beverages",Indiranagar
351,https://www.zomato.com/bangalore/anaia-indiranagar-bangalore/info,Anaia,4.3,₹450 for two,"Cafe, Shake, Tea, Sandwich, Burger, Pizza, Beverages",Indiranagar
352,https://www.zomato.com/bangalore/the-dome-cafe-sarjapur-road-bangalore/info,The Dome Cafe,4.4,"₹1,600 for two","North Indian, Chinese, Continental, Burger, Desserts, Shake, Beverages",Sarjapur Road
353,https://www.zomato.com/bangalore/nh8-indiranagar/info,NH8,4.1,"₹1,200 for two","North Indian, Rajasthani",Indiranagar
354,https://www.zomato.com/bangalore/rim-naam-the-oberoi-mg-road-bangalore/info,Rim Naam - The Oberoi,4.9,"₹5,000 for two","Thai, Asian, Seafood, Desserts","The Oberoi, MG Road"
355,https://www.zomato.com/bangalore/societe-rangoon-jp-nagar-bangalore/info,Societe Rangoon,4.3,"₹1,000 for two","Burmese, Asian",JP Nagar
356,https://www.zomato.com/bangalore/shift-hsr/info,Shift,4.2,"₹1,700 for two","Finger Food, Continental, North Indian, Salad, Seafood, Mughlai",HSR
357,https://www.zomato.com/bangalore/eight-hebbal-bangalore/info,Eight,New,"₹3,000 for two","Asian, Chinese, Thai, Japanese, Peruvian","Phoenix Mall of Asia, Hebbal, Bengaluru"
358,https://www.zomato.com/bangalore/kharva-resto-bar-sarjapur-road-bangalore/info,Kharva Resto Bar,4.3,"₹1,000 for two","Chinese, Fast Food, Seafood, Continental, North Indian, Modern Indian, Biryani, Desserts",Sarjapur Road
359,https://www.zomato.com/bangalore/beijing-bites-rt-nagar/info,Beijing Bites,3.6,"₹1,000 for two","Chinese, Seafood, Thai, Rolls, Malaysian, Mughlai, Momos",RT Nagar
360,https://www.zomato.com/bangalore/the-bangalore-dhaba-kalyan-nagar-bangalore/info,The Bangalore Dhaba,4.3,"₹1,200 for two","North Indian, Biryani, Chinese, Mughlai, Fast Food, Momos, Desserts, Beverages",Kalyan Nagar
361,https://www.zomato.com/bangalore/the-lantern-restaurant-bar-the-ritz-carlton-bangalore-residency-road-bangalore/info,"The Lantern Restaurant & Bar - The Ritz-Carlton, Bangalore",4.2,"₹4,500 for two","Chinese, Momos",The Ritz-Carlton
362,https://www.zomato.com/bangalore/tea-villa-cafe-jayanagar-bangalore/info,Tea Villa Cafe,4.0,"₹1,400 for two","Cafe, Continental, Chinese, Mexican, Fast Food, Tea, Beverages, Desserts",Jayanagar
363,https://www.zomato.com/bangalore/andreas-brasserie-yelahanka-bangalore/info,Andrea's Brasserie,4.4,"₹1,600 for two","Pizza, Pasta, Asian, Salad, Desserts, Sushi, Beverages, Burger","Phoenix Mall of Asia, Hebbal, Bengaluru"
364,https://www.zomato.com/bangalore/kuuraku-brigade-road-bangalore/info,Kuuraku,4.7,"₹1,500 for two","Japanese, Rolls, Beverages",Forum Rex Walk
365,https://www.zomato.com/bangalore/cocos-bar-kitchen-church-street-bangalore/info,Coco's Bar & Kitchen,3.9,"₹1,800 for two","Bar Food, Italian, North Indian, South Indian, Asian, Thai, Fast Food, Beverages",Church Street
366,https://www.zomato.com/bangalore/salvadores-mg-road-bangalore/info,Salvadores,4.6,"₹2,500 for two","Continental, Pasta, Salad, Desserts, Beverages",MG Road
367,https://www.zomato.com/bangalore/nook-aloft-bengaluru-cessna-business-park-kadubeesanahalli-bangalore/info,Nook - Aloft Bengaluru Cessna Business Park,4.0,"₹1,200 for two","North Indian, Continental, Asian, Fast Food, South Indian, Desserts, Waffle","Aloft Bengaluru Cessna Business Park, Kadubeesanahalli"
368,https://www.zomato.com/bangalore/masala-love-co-jayanagar-bangalore/info,Masala Love & Co,New,"₹1,000 for two","North Indian, Chinese, Street Food",Jayanagar
369,https://www.zomato.com/bangalore/cuppa-redefined-hsr-bangalore/info,Cuppa Redefined,4.3,₹700 for two,"Cafe, American, Burger, Healthy Food, Salad, Fast Food, Desserts, Beverages",HSR
370,https://www.zomato.com/bangalore/shao-radisson-blu-marathahalli-bangalore/info,Shao - Radisson Blu,4.5,"₹3,500 for two","Thai, Japanese, Chinese, Asian, Sichuan, Beverages","Radisson Blu, Marathahalli"
371,https://www.zomato.com/bangalore/empire-restaurant-koramangala-5th-block/info,Empire Restaurant,3.8,₹950 for two,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood",Koramangala 5th Block
372,https://www.zomato.com/bangalore/prime-golf-brewing-golfing-seegehalli-bangalore/info,Prime Golf - Brewing & Golfing,New,"₹2,000 for two","Modern Indian, Beverages",Seegehalli
373,https://www.zomato.com/bangalore/barkaas-arabic-restaurant-marathahalli-bangalore/info,Barkaas- Arabic Restaurant,4.0,"₹1,300 for two","Arabian, North Indian, Mughlai, Shawarma, Fast Food, Mandi, Desserts, Beverages",Marathahalli
374,https://www.zomato.com/bangalore/iza-marathahalli-bangalore/info,Iza,4.5,"₹1,200 for two","Asian, Chinese, Seafood, Salad, Desserts",Divyasree Technopark
375,https://www.zomato.com/bangalore/nuage-indiranagar-bangalore/info,Nuage,4.4,₹950 for two,"Burger, Bakery, Continental",Indiranagar
376,https://www.zomato.com/bangalore/sherlocks-lounge-kitchen-yelahanka-bangalore/info,Sherlock's - Lounge & Kitchen,4.1,"₹2,500 for two","Continental, North Indian, Finger Food, Chinese, Fast Food, South Indian, Desserts, Beverages",Yelahanka
377,https://www.zomato.com/bameys/info,Bamey's Restro Cafe,4.2,₹950 for two,"Asian, Nepalese, Momos",Koramangala 5th Block
378,https://www.zomato.com/bangalore/pind-balluchi-varthur-main-road-whitefield-bangalore/info,Pind Balluchi,3.9,₹950 for two,"North Indian, Mughlai, Fast Food, Biryani, Desserts","Forum Neighbourhood Mall, Whitefield"
379,https://www.zomato.com/bangalore/the-whitefield-arms-pub-microbrewery-whitefield-bangalore/info,The Whitefield Arms Pub & Microbrewery,4.1,"₹1,400 for two","Modern Indian, Continental, BBQ","VR Bengaluru, Whitefield"
380,https://www.zomato.com/bangalore/sally-by-1522-hebbal-bangalore/info,Sally By 1522,3.9,"₹1,600 for two","South Indian, Chinese, Salad, Continental, Asian, Biryani, Seafood, Pasta","Phoenix Mall of Asia, Hebbal, Bengaluru"
381,https://www.zomato.com/bangalore/kake-di-hatti-whitefield-bangalore/info,Kake Di Hatti,4.0,"₹1,800 for two","North Indian, Chinese, Beverages",Whitefield
382,https://www.zomato.com/bangalore/rcb-bar-cafe-st-marks-road-bangalore/info,RCB Bar & Cafe,4.4,"₹2,000 for two","Continental, Asian, North Indian, Pizza, Fast Food, Desserts, Beverages",1 Sobha
383,https://www.zomato.com/bangalore/imperio-restaurant-2-hsr-bangalore/info,Imperio Restaurant,4.1,"₹1,000 for two","Biryani, Kebab, Chinese, North Indian, Arabian, South Indian, Shawarma, Desserts",HSR
384,https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info,The Local,4.3,"₹1,600 for two","Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages",Kalyan Nagar
385,https://www.zomato.com/bangalore/daily-sushi-1-indiranagar-bangalore/info,Daily Sushi,4.3,₹950 for two,"Sushi, Japanese, Korean, Asian, Beverages",Indiranagar
386,https://www.zomato.com/bangalore/brik-oven-bellandur-bangalore/info,Brik Oven,4.5,"₹1,200 for two","Pizza, Italian, Fast Food, Desserts, Shake, Beverages",Bellandur
387,https://www.zomato.com/bangalore/down-town-diner-brigade-road-bangalore/info,Down Town Diner,4.3,₹750 for two,"Cafe, Coffee, Fast Food, Pizza, Burger, Sandwich, Desserts, Beverages",Brigade Road
388,https://www.zomato.com/bangalore/noodle-bar-whitefield/info,Noodle Bar,3.8,"₹1,700 for two","Asian, Oriental, Chinese, Thai, Desserts, Beverages","Phoenix Marketcity Bangalore, Whitefield"
389,https://www.zomato.com/bangalore/paper-and-pie-indiranagar-bangalore/info,Paper And Pie,3.6,"₹1,200 for two","Cafe, Italian, Continental, Desserts, Beverages, Shake",Indiranagar
390,https://www.zomato.com/bangalore/al-daaz-hsr/info,Al Daaz,3.9,₹600 for two,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",HSR
391,https://www.zomato.com/bangalore/azukii-bistro-richmond-town-bangalore/info,Azukii Bistro,4.8,"₹1,800 for two","Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages",Richmond Town
392,https://www.zomato.com/bangalore/the-druid-garden-sahakara-nagar/info,The Druid Garden,4.2,"₹2,000 for two","North Indian, Asian, Continental, Italian, Chinese, Fast Food",Sahakara Nagar
393,https://www.zomato.com/bangalore/tipsy-bull-the-bar-exchange-koramangala-5th-block-bangalore/info,Tipsy Bull- The Bar Exchange,4.3,"₹1,400 for two","Chinese, Continental, North Indian, Fast Food, Desserts",Koramangala 5th Block
394,https://www.zomato.com/bangalore/thyme-and-whisk-electronic-city-bangalore/info,Thyme and Whisk,4.4,"₹1,700 for two","Continental, Asian, North Indian, Biryani, Burger, Mexican, Pasta, Pizza",Electronic City
395,https://www.zomato.com/bangalore/niro-nagawara-bangalore/info,Niro,4.4,"₹2,500 for two","Continental, North Indian, Beverages, Asian, Bar Food",Hotel Country Inn
396,https://www.zomato.com/bangalore/adda-1522-ulsoor-bangalore/info,Adda 1522,4.6,"₹1,500 for two","Fast Food, South Indian, Seafood, North Indian, Kebab, Mughlai, Asian, European",Ulsoor
397,https://www.zomato.com/bangalore/blurred-koramangala-5th-block-bangalore/info,Blurred,4.1,"₹1,000 for two","North Indian, South Indian, Continental, Chinese",Koramangala 5th Block
398,https://www.zomato.com/bangalore/ssura-cocktails-and-cuisines-koramangala-6th-block-bangalore/info,Ssura Cocktails And Cuisines,4.5,"₹1,000 for two","Bar Food, Biryani, Continental, Chinese, Modern Indian, American, North Indian",Koramangala 6th Block
399,https://www.zomato.com/bangalore/monkey-bar-church-street-bangalore/info,Monkey Bar,3.7,"₹2,000 for two","Continental, North Indian, Beverages",Church Street
400,https://www.zomato.com/bangalore/gustoes-jayanagar-bangalore/info,Gustoes,4.4,"₹1,800 for two","Italian, Seafood, Chinese, Asian, North Indian, BBQ, Desserts, Beverages",Jayanagar
401,https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info,Tastique,4.5,"₹1,500 for two","North Indian, Chinese, Beverages",Nagawara
402,https://www.zomato.com/bangalore/the-square-novotel-marathahalli/info,The Square - Novotel,4.3,"₹3,200 for two","Continental, North Indian, Japanese, Italian","Novotel Bengaluru, Marathahalli"
403,https://www.zomato.com/bangalore/three-dots-a-dash-jp-nagar/info,Three Dots & A Dash,4.3,"₹1,800 for two","North Indian, Continental, Italian",JP Nagar
404,https://www.zomato.com/bangalore/drink-dine-rajarajeshwari-nagar-bangalore/info,Drink & Dine,4.2,"₹1,700 for two","North Indian, Chinese, Mughlai, Sandwich, Burger, Pizza, Biryani, Desserts",SG Arcade
405,https://www.zomato.com/bangalore/drink-dine-3-vijay-nagar-bangalore/info,Drink & Dine,4.2,"₹1,400 for two","North Indian, Biryani, Pizza, Sandwich, Chinese, Fast Food, Burger, Desserts",Vijay Nagar
406,https://www.zomato.com/bangalore/singapore-street-2-kammanahalli-bangalore/info,Singapore Street,4.6,"₹1,400 for two","Singaporean, Thai, Sushi, Asian, Korean, Indonesian, Desserts, Beverages",Kammanahalli
407,https://www.zomato.com/bangalore/toca-brigade-road-bangalore/info,Toca,4.2,"₹1,200 for two",South Indian,Brigade Road
408,https://www.zomato.com/bangalore/carnival-de-goa-ulsoor/info,Carnival de Goa,4.3,"₹1,200 for two","Goan, Chinese, Continental, Seafood, Pizza, Desserts, Beverages",Ulsoor
409,https://www.zomato.com/bangalore/the-rasoiya-street-1-jp-nagar-bangalore/info,The Rasoiya Street,4.1,"₹1,100 for two","North Indian, Continental, Asian, Chinese, Desserts, Beverages",JP Nagar
410,https://www.zomato.com/bangalore/trippy-goat-cafe-cunningham-road-bangalore/info,Trippy Goat Cafe,4.3,"₹1,200 for two","Cafe, Continental, Fast Food, Beverages",Cunningham Road
411,https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore/info,Fire Station,4.2,"₹1,700 for two","Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",Electronic City
412,https://www.zomato.com/bangalore/bastian-st-marks-road-bangalore/info,Bastian,-,"₹2,000 for two","Continental, Greek",St. Marks Road
413,https://www.zomato.com/bangalore/tales-of-flamingo-bannerghatta-road-bangalore/info,Tales Of Flamingo,New,"₹1,000 for two","Continental, Asian, North Indian, Desserts",Bannerghatta Road
414,https://www.zomato.com/bangalore/chilis-grill-bar-majestic-bangalore/info,Chili's Grill & Bar,4.4,"₹1,600 for two","Mexican, American, Salad, Pizza, Tex-Mex, Italian, Desserts, Beverages",Lulu Mall
415,https://www.zomato.com/bangalore/tiger-tiger-brewhouse-1-sarjapur-road-bangalore/info,Tiger Tiger Brewhouse,4.1,"₹1,600 for two","North Indian, Continental, Oriental, Mughlai, Andhra, European, Beverages, Desserts",Sarjapur Road
416,https://www.zomato.com/bangalore/iris-cafe-hsr-bangalore/info,Iris Cafe,4.1,₹950 for two,"Fast Food, Irish, Italian, Beverages, Desserts",HSR
417,https://www.zomato.com/bangalore/pizza-brew-house-new-bel-road-bangalore/info,Pizza Brew House,4.2,₹950 for two,"Pizza, Pasta, Fast Food, Coffee, Beverages",New BEL Road
418,https://www.zomato.com/bangalore/little-italy-sarjapur-road/info,Little Italy,4.1,"₹2,300 for two","Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",Sarjapur Road
419,https://www.zomato.com/bangalore/italian-bakehouse-1-jayanagar-bangalore/info,Italian Bakehouse,3.6,"₹1,100 for two","Cafe, Pasta, Italian, Fast Food, Beverages, Desserts",Jayanagar
420,https://www.zomato.com/bangalore/the-hebbal-cafe-courtyard-by-marriott-hebbal/info,The Hebbal Cafe - Courtyard By Marriott,4.2,"₹3,300 for two","Continental, North Indian, Chinese, American, Fast Food","Courtyard by Marriott Bengaluru, Hebbal"
421,https://www.zomato.com/bangalore/thyme-whisk-sarjapur-road-bangalore/info,Thyme & Whisk,4.0,"₹1,700 for two","Continental, North Indian, Asian, Italian, Healthy Food, Fast Food, Desserts, Beverages",Sarjapur Road
422,https://www.zomato.com/bangalore/saarai-jayanagar-bangalore/info,Saarai,New,"₹1,500 for two","Andhra, Asian",Jayanagar
423,https://www.zomato.com/bangalore/lavonne-indiranagar/info,Lavonne,4.5,"₹1,300 for two","Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",Indiranagar
424,https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/info,Restaurant Chef Pillai,4.3,"₹1,000 for two",Kerala,Brigade Road
425,https://www.zomato.com/bangalore/cafe-palmyra-whitefield/info,Cafe Palmyra,4.2,"₹2,500 for two","Chinese, North Indian, Continental, Oriental, Sichuan, South Indian, Desserts","Palm Meadows Club, Whitefield"
426,https://www.zomato.com/bangalore/light-of-italy-hsr-bangalore/info,Light Of Italy,4.4,"₹1,000 for two","Italian, Pizza, Pasta, Ice Cream, Desserts, Beverages",HSR
427,https://www.zomato.com/bangalore/caffeine-couture-bellandur-bangalore/info,Caffeine Couture,4.0,"₹1,200 for two","Cafe, Coffee, British",Bellandur
428,https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore/info,Murphy's Brewhouse - The Paul Bangalore,4.3,"₹2,000 for two","Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages","The Paul Bangalore, Domlur"
429,https://www.zomato.com/bangalore/papa-pho-new-bel-road-bangalore/info,Papa Pho,4.5,"₹1,600 for two","Asian, Korean, Chinese, Oriental, Salad, Thai, Sushi, Seafood",New BEL Road
430,https://www.zomato.com/bangalore/prequel-3-hebbal-bangalore/info,Prequel,4.5,"₹1,300 for two","North Indian, Continental, Asian, Italian, Pizza, Sushi, Burger, Desserts",Hebbal
431,https://www.zomato.com/bangalore/bombay-curry-house-nagawara-bangalore/info,Bombay Curry House,4.5,"₹1,300 for two","South Indian, North Indian, Chinese, Bar Food, Salad, Biryani, Desserts, Beverages","Embassy Manyata Business Park,  Nagawara"
432,https://www.zomato.com/bangalore/oziano-indiranagar-bangalore/info,Oziano,4.3,"₹1,000 for two","Bengali, Biryani, Rolls",Indiranagar
433,https://www.zomato.com/bangalore/the-rice-bowl-1-lavelle-road/info,The Rice Bowl,4.2,"₹1,600 for two","Asian, Chinese, Sichuan, Seafood, Desserts","Hotel Southern Star, Lavelle Road"
434,https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/info,Sultans Of Spice,4.4,"₹1,700 for two","North Indian, Mughlai, Afghan, Biryani, Desserts, Beverages","BluPetal Hotel, Koramangala"
435,https://www.zomato.com/bangalore/pizza-4ps-indiranagar-bangalore/info,Pizza 4P's,New,"₹1,000 for two",Pizza,Indiranagar
436,https://www.zomato.com/bangalore/big-horn-brewery-bannerghatta-road-bangalore/info,Big Horn Brewery,New,"₹1,500 for two","South Indian, North Indian, Asian, Chinese, Biryani, Pasta, Pizza, Desserts",Bannerghatta Road
437,https://www.zomato.com/bangalore/talli-terrace-church-street-bangalore/info,Talli Terrace,3.8,₹500 for two,"North Indian, Chinese, Fast Food",Church Street
